#x_m,y_m,w_tr_right_m,w_tr_left_m
-116.0018241,-459.7914208,15.28417147,15.28417147
-111.8223566,-463.0315646,15.22557221,15.22557221
-107.6418828,-466.2705481,15.16600754,15.16600754
-103.4618293,-469.5102177,15.10643216,15.10643216
-99.28361788,-472.7524094,15.04780387,15.04780387
-95.10825292,-475.9984127,14.99078542,14.99078542
-90.93570889,-479.2481688,14.9353065,14.9353065
-86.76580434,-482.501415,14.88118644,14.88118644
-82.59835783,-485.7578884,14.82824465,14.82824465
-78.43318794,-489.0173262,14.77629997,14.77629997
-74.27011323,-492.2794656,14.72517009,14.72517009
-70.10895225,-495.5440438,14.67467105,14.67467105
-65.94952358,-498.810798,14.6246168,14.6246168
-61.79164578,-502.0794654,14.57481898,14.57481898
-57.63513741,-505.3497832,14.52508667,14.52508667
-53.47981536,-508.6214865,14.47522762,14.47522762
-49.32543848,-511.8942411,14.42509108,14.42509108
-45.17169427,-515.1676273,14.37457868,14.37457868
-41.01826582,-518.44122,14.32359419,14.32359419
-36.86483671,-521.7145949,14.27204065,14.27204065
-32.71118714,-524.9874776,14.21988825,14.21988825
-28.55731334,-528.2599281,14.16725977,14.16725977
-24.40324082,-531.5320518,14.11430056,14.11430056
-20.24899507,-534.8039542,14.06115787,14.06115787
-16.09460161,-538.0757409,14.00798072,14.00798072
-11.94006278,-541.3474882,13.95493767,13.95493767
-7.785262447,-544.6191238,13.90229016,13.90229016
-3.630046726,-547.8905281,13.85033187,13.85033187
0.525738302,-551.1615812,13.79936064,13.79936064
4.682246552,-554.4321635,13.74967933,13.74967933
8.839631939,-557.7021553,13.70159711,13.70159711
12.99804838,-560.9714369,13.65543096,13.65543096
17.15764978,-564.2398884,13.61150756,13.61150756
21.31860506,-567.5073671,13.57015419,13.57015419
25.48154286,-570.7730186,13.53136788,13.53136788
29.64762609,-574.0351619,13.49474606,13.49474606
33.81806759,-577.2920411,13.4598667,13.4598667
37.99468907,-580.5410238,13.42677019,13.42677019
42.1800194,-583.7784603,13.39605649,13.39605649
46.37662708,-587.0006436,13.36837823,13.36837823
50.58708065,-590.2038668,13.34441343,13.34441343
54.81394862,-593.3844231,13.32486941,13.32486941
59.05975627,-596.5386607,13.31045077,13.31045077
63.32602559,-599.6642041,13.30103949,13.30103949
67.61327072,-602.7599606,13.29564254,13.29564254
71.92196159,-605.8248936,13.29318065,13.29318065
76.25256817,-608.8579664,13.29251928,13.29251928
80.6055604,-611.8581424,13.29246562,13.29246562
84.98140821,-614.824385,13.2917682,13.2917682
89.38058157,-617.7556575,13.28911915,13.28911915
93.80350051,-620.6509977,13.28320795,13.28320795
98.24972123,-623.5107643,13.27369732,13.27369732
102.7181092,-626.3364118,13.26124969,13.26124969
107.2075159,-629.129423,13.24661445,13.24661445
111.7167926,-631.8912803,13.23058054,13.23058054
116.2447906,-634.6234663,13.2139741,13.2139741
120.7903612,-637.3274637,13.19765789,13.19765789
125.3523558,-640.0047549,13.18253238,13.18253238
129.9296257,-642.6568227,13.16953825,13.16953825
134.5209787,-645.2852426,13.15961665,13.15961665
139.1250977,-647.8918571,13.15362737,13.15362737
143.7406435,-650.478556,13.15245084,13.15245084
148.3662767,-653.0472293,13.1570149,13.1570149
153.0010344,-655.5990571,13.16789498,13.16789498
157.6461225,-658.1311311,13.18331901,13.18331901
162.303522,-660.6390816,13.20050636,13.20050636
166.9752147,-663.118537,13.21646523,13.21646523
171.6631826,-665.5651259,13.22800572,13.22800572
176.3694278,-667.9744828,13.23178973,13.23178973
181.096006,-670.3422589,13.22440992,13.22440992
185.8449777,-672.6641158,13.20241385,13.20241385
190.6170459,-674.9385359,13.1640129,13.1640129
195.4095465,-677.1709959,13.11162111,13.11162111
200.2193026,-679.368038,13.04842183,13.04842183
205.0431373,-681.5362043,12.97767738,12.97767738
209.8778737,-683.6820371,12.90267227,12.90267227
214.7203349,-685.8120785,12.82667717,12.82667717
219.567344,-687.9328709,12.75293368,12.75293368
224.415724,-690.0509563,12.68466112,12.68466112
229.2622982,-692.1728769,12.62508609,12.62508609
234.103907,-694.3051379,12.57747461,12.57747461
238.9389212,-696.4510035,12.54336256,12.54336256
243.7683929,-698.6080651,12.5210938,12.5210938
248.5932609,-700.7743023,12.50819588,12.50819588
253.4140815,-702.9486532,12.50162807,12.50162807
258.2313941,-705.1300965,12.49818555,12.49818555
263.0457385,-707.317611,12.49449297,12.49449297
267.8576543,-709.5101755,12.48700315,12.48700315
272.6676813,-711.7067688,12.47202019,12.47202019
277.4763591,-713.9063696,12.44574537,12.44574537
282.2842273,-716.1079567,12.40434544,12.40434544
287.0916702,-718.3108625,12.34425498,12.34425498
291.8973925,-720.5182332,12.26448157,12.26448157
296.7013665,-722.7301239,12.16890045,12.16890045
301.506929,-724.938638,12.06605513,12.06605513
306.3176803,-727.135257,11.96465184,11.96465184
311.1372205,-729.3114623,11.87313728,11.87313728
315.9691498,-731.4587355,11.79980014,11.79980014
320.8170682,-733.5685581,11.75304729,11.75304729
325.6845368,-735.6325089,11.74180226,11.74180226
330.5573225,-737.6863592,11.75128824,11.75128824
335.3764434,-739.8768716,11.70305061,11.70305061
340.1481051,-742.1793973,11.61038438,11.61038438
344.9936617,-744.2679285,11.65156574,11.65156574
349.9727101,-745.9481605,11.93374763,11.93374763
355.0187189,-747.3012048,12.3630636,12.3630636
360.0957223,-748.3500572,12.85264028,12.85264028
365.2200132,-749.0161882,13.37711755,13.37711755
370.3905768,-749.2486378,13.90702664,13.90702664
375.567263,-749.0396724,14.42782663,14.42782663
380.6948391,-748.357808,14.93173574,14.93173574
385.7132966,-747.1579087,15.41809662,15.41809662
390.5841865,-745.458671,15.88824275,15.88824275
395.2879314,-743.341077,16.34981341,16.34981341
399.8087565,-740.8852366,16.8159197,16.8159197
404.1441483,-738.1540161,17.31657723,17.31657723
408.3050985,-735.1876664,17.86303106,17.86303106
412.2845354,-732.0029182,18.45332619,18.45332619
416.0605443,-728.6091247,19.09493485,19.09493485
419.610635,-725.0133975,19.80360372,19.80360372
422.8975536,-721.2027632,20.56579276,20.56579276
425.8743728,-717.1543049,21.32956605,21.32956605
428.4886297,-712.8427269,22.01823066,22.01823066
430.682059,-708.2515879,22.57113459,22.57113459
432.4535972,-703.4231758,22.99770808,22.99770808
433.8160795,-698.412222,23.33188832,23.33188832
434.7965709,-693.2799982,23.60982787,23.60982787
435.4299783,-688.0913804,23.86938386,23.86938386
435.7497766,-682.9095479,24.15115513,24.15115513
435.7677125,-677.7658357,24.46924084,24.46924084
435.4811891,-672.6613062,24.81417809,24.81417809
434.8876409,-667.5955406,25.17071314,25.17071314
433.9801978,-662.5717564,25.51716595,25.51716595
432.7423096,-657.6130211,25.83274805,25.83274805
431.1730453,-652.7558542,26.11854268,26.11854268
429.2764893,-648.0359084,26.3866853,26.3866853
427.0831226,-643.4633345,26.66001077,26.66001077
424.6404906,-639.0313399,26.96113085,26.96113085
421.9831554,-634.7325427,27.29582359,27.29582359
419.1128595,-630.5839942,27.64676427,27.64676427
416.0086316,-626.6333119,27.9921901,27.9921901
412.6483565,-622.9299281,28.31672802,28.31672802
409.0237044,-619.5124295,28.6207906,28.6207906
405.1621043,-616.3726348,28.92188539,28.92188539
401.0980339,-613.4901902,29.23111543,29.23111543
396.865971,-610.8447421,29.54936782,29.54936782
392.4968238,-608.4177321,29.87048623,29.87048623
388.0049994,-606.198898,30.1942003,30.1942003
383.4006939,-604.1760294,30.51943083,30.51943083
378.6958352,-602.3233237,30.84245789,30.84245789
373.9026889,-600.6123275,31.15968721,31.15968721
369.0335207,-599.0145872,31.46789803,31.46789803
364.1000087,-597.5042263,31.76354015,31.76354015
359.1082037,-596.0817371,32.03649893,32.03649893
354.0602224,-594.7749382,32.27242477,32.27242477
348.9577965,-593.6170488,32.45698807,32.45698807
343.8027254,-592.6407072,32.57693365,32.57693365
338.5999234,-591.8516429,32.62791488,32.62791488
333.3586429,-591.2181163,32.61897077,32.61897077
328.0884569,-590.7056139,32.56346926,32.56346926
322.7989389,-590.279622,32.47668618,32.47668618
317.499662,-589.9056272,32.37453575,32.37453575
312.2002001,-589.5491059,32.27278353,32.27278353
306.908071,-589.1821364,32.18332238,32.18332238
301.6235635,-588.8015679,32.10642696,32.10642696
296.3453907,-588.4098482,32.04003919,32.04003919
291.0722656,-588.0094247,31.98217395,31.98217395
285.8029014,-587.602745,31.93089305,31.93089305
280.5360111,-587.1922566,31.88428343,31.88428343
275.2703079,-586.7804072,31.84043999,31.84043999
270.0045049,-586.3696443,31.79745309,31.79745309
264.7373151,-585.9624154,31.75340082,31.75340082
259.4676336,-585.5607044,31.70658659,31.70658659
254.1956113,-585.1632906,31.65696558,31.65696558
248.92193,-584.7675999,31.60519627,31.60519627
243.6472734,-584.3710534,31.55194273,31.55194273
238.3723113,-583.9712465,31.49790829,31.49790829
233.0976192,-583.5669721,31.44405177,31.44405177
227.8237275,-583.1575528,31.39143561,31.39143561
222.5507893,-582.7440817,31.3405192,31.3405192
217.2783409,-582.3305426,31.29076347,31.29076347
212.0058618,-581.9211866,31.24153018,31.24153018
206.7329595,-581.5188035,31.19184474,31.19184474
201.4614044,-581.1014863,31.13516873,31.13516873
196.1947691,-580.6267535,31.0604601,31.0604601
190.9370276,-580.0516911,30.95715106,30.95715106
185.7030894,-579.3395544,30.80708961,30.80708961
180.5209378,-578.45935,30.58478454,30.58478454
175.4181607,-577.3749502,30.27467812,30.27467812
170.3960915,-576.0963141,29.8975082,29.8975082
165.4387571,-574.6657818,29.49197109,29.49197109
160.5298924,-573.1262383,29.090397,29.090397
155.6549681,-571.5118286,28.71459464,28.71459464
150.8053427,-569.8270433,28.37461927,28.37461927
145.9736224,-568.0700902,28.0752582,28.0752582
141.1529623,-566.2375538,27.81743909,27.81743909
136.3420024,-564.3098019,27.59938865,27.59938865
131.5450591,-562.2555081,27.4134128,27.4134128
126.7884417,-560.0330566,27.25470666,27.25470666
122.1142867,-557.5987709,27.12967494,27.12967494
117.5393955,-554.9526644,27.03778289,27.03778289
113.031068,-552.1779852,26.96457245,26.96457245
108.5566802,-549.3537065,26.8984102,26.8984102
104.1061292,-546.5005625,26.83466335,26.83466335
99.66949451,-543.6298449,26.77410007,26.77410007
95.2358554,-540.7539793,26.71807701,26.71807701
90.79429128,-537.8853912,26.6679593,26.6679593
86.33388153,-535.0365062,26.62512553,26.62512553
81.84534114,-532.2177969,26.59046452,26.59046452
77.35306422,-529.3998818,26.55110617,26.55110617
72.91355658,-526.5155364,26.47964344,26.47964344
68.5846345,-523.4960011,26.34932113,26.34932113
64.42283781,-520.2755642,26.1381482,26.1381482
60.46336001,-516.8394878,25.83481193,25.83481193
56.72373141,-513.2152127,25.43562407,25.43562407
53.21834725,-509.4342708,24.93884,24.93884
49.93339678,-505.5446818,24.35273818,24.35273818
46.83247301,-501.5978091,23.70787383,23.70787383
43.87146443,-497.6440717,23.05321284,23.05321284
40.98621007,-493.7119447,22.47775391,22.47775391
38.20741912,-489.6980955,22.04931811,22.04931811
35.6240126,-485.4420824,21.73677113,21.73677113
33.29530456,-480.8862279,21.4624428,21.4624428
31.184104,-476.1291773,21.2172721,21.2172721
29.27503061,-471.2512308,21.0190649,21.0190649
27.62115227,-466.2634776,20.87473319,20.87473319
26.25349722,-461.1735878,20.78434931,20.78434931
25.08562121,-456.0129336,20.72570151,20.72570151
24.00384679,-450.8184257,20.67709001,20.67709001
22.9100646,-445.62304,20.62127028,20.62127028
21.78987533,-440.4386057,20.56065413,20.56065413
20.6557609,-435.2706501,20.50455423,20.50455423
19.51885607,-430.1256262,20.46231934,20.46231934
18.38967009,-425.0082966,20.44157825,20.44157825
17.27321807,-419.9058772,20.43187049,20.43187049
16.16951148,-414.7950582,20.41336344,20.41336344
15.06554667,-409.6497043,20.37441924,20.37441924
13.94270335,-404.4425108,20.30716944,20.30716944
12.82884957,-399.1433582,20.185015,20.185015
12.03996828,-393.7265579,19.87671473,19.87671473
11.99397241,-388.4165103,19.27384986,19.27384986
12.96325775,-383.8978847,18.16219699,18.16219699
14.37443929,-380.2567006,17.06349429,17.06349429
16.26117822,-376.8699599,14.95858946,14.95858946
18.5773089,-372.4236273,11.5313408,11.5313408
21.22534404,-372.2220697,12.78684694,12.78684694
24.92080782,-368.4729638,10.87236982,10.87236982
29.37761915,-366.4161149,10.29419769,10.29419769
34.47265692,-365.1121993,9.922549704,9.922549704
39.70740335,-364.2004942,9.755755354,9.755755354
44.94270527,-363.5416919,9.784219549,9.784219549
50.18129371,-362.9147782,9.851183018,9.851183018
55.42129188,-362.2178258,9.879987252,9.879987252
60.65644735,-361.4620782,9.873060523,9.873060523
65.88425138,-360.6659013,9.837560337,9.837560337
71.10968429,-359.8527168,9.78266152,9.78266152
76.33894638,-359.0463222,9.717444587,9.717444587
81.58185941,-358.268646,9.647344921,9.647344921
86.83783777,-357.5080102,9.590097161,9.590097161
92.03806179,-356.5739281,9.642338681,9.642338681
97.09304662,-355.2294959,9.944046639,9.944046639
101.9560026,-353.4747582,10.55524123,10.55524123
106.5988542,-351.4359629,11.4109744,11.4109744
110.9468779,-349.0438121,12.44512277,12.44512277
114.9874781,-346.215061,13.57895596,13.57895596
118.7258194,-342.91655,14.66935788,14.66935788
121.772546,-339.0778415,15.68952287,15.68952287
124.0365289,-334.7172236,16.63998913,16.63998913
125.7752156,-329.9658923,17.37834458,17.37834458
127.0332874,-324.9509883,17.8494376,17.8494376
127.7888663,-319.7694276,18.06545562,18.06545562
128.1783527,-314.5004906,18.09363044,18.09363044
128.3769714,-309.2143886,18.03504774,18.03504774
128.4814862,-303.9351392,17.94553998,17.94553998
128.5327672,-298.6579279,17.84760415,17.84760415
128.5700113,-293.3775457,17.76233789,17.76233789
128.6050175,-288.0907469,17.70356013,17.70356013
128.6037987,-282.7975667,17.67586651,17.67586651
128.5280144,-277.4983522,17.68452896,17.68452896
128.3393238,-272.1934507,17.73683573,17.73683573
127.9381062,-266.9186304,17.83165164,17.83165164
126.9946219,-261.8447811,17.95517785,17.95517785
125.3811296,-257.121139,18.14180712,18.14180712
123.3612446,-252.8107011,18.41148369,18.41148369
121.1590687,-248.8425588,18.8749462,18.8749462
118.8834069,-245.0296981,19.69418866,19.69418866
116.4821863,-241.4302876,20.81013224,20.81013224
113.8528564,-238.1352581,22.13074887,22.13074887
110.9312184,-235.0763754,23.58568219,23.58568219
107.6563208,-232.2063674,25.0575665,25.0575665
103.9552009,-229.557327,26.37775832,26.37775832
99.7638174,-227.2339215,27.39652128,27.39652128
95.14541472,-225.3554496,28.09924593,28.09924593
90.20194789,-224.0008465,28.51775628,28.51775628
85.05322147,-223.1343276,28.7298204,28.7298204
79.81786776,-222.68914,28.83405991,28.83405991
74.55628939,-222.5248048,28.89431265,28.89431265
69.29091004,-222.4595839,28.95784262,28.95784262
64.03418265,-222.3905145,29.05519607,29.05519607
58.78196243,-222.3554537,29.17103896,29.17103896
53.52800075,-222.4069128,29.28116041,29.28116041
48.26923665,-222.5741196,29.37036383,29.37036383
43.00818336,-222.8542829,29.43709309,29.43709309
37.74772321,-223.2425267,29.48086499,29.48086499
32.49064383,-223.7326024,29.50185487,29.50185487
27.2395743,-224.3159617,29.50133838,29.50133838
21.9968777,-224.983574,29.48128452,29.48128452
16.76209197,-225.7212128,29.44417734,29.44417734
11.53317797,-226.5113854,29.39303599,29.39303599
6.308083436,-227.3365693,29.33133151,29.33133151
1.084756065,-228.1792421,29.26273618,29.26273618
-4.13885643,-229.0218814,29.19094393,29.19094393
-9.364789225,-229.847114,29.11957764,29.11957764
-14.594231,-230.6447117,29.0511298,29.0511298
-19.82689965,-231.4167726,28.9856337,28.9856337
-25.06235187,-232.1667406,28.92283381,28.92283381
-30.30014432,-232.8980594,28.86249108,28.86249108
-35.53983371,-233.6141729,28.80437983,28.80437983
-40.78097629,-234.3185273,28.7482855,28.7482855
-46.0230977,-235.0147575,28.69403723,28.69403723
-51.26567304,-235.7068106,28.64152849,28.64152849
-56.50811807,-236.3992437,28.59051476,28.59051476
-61.74972559,-237.0979217,28.54041818,28.54041818
-66.98977166,-237.8088879,28.49060975,28.49060975
-72.22753231,-238.5381857,28.4404521,28.4404521
-77.46232425,-239.2915619,28.38923401,28.38923401
-82.69471815,-240.0656251,28.33423191,28.33423191
-87.92674645,-240.846331,28.27039549,28.27039549
-93.16052876,-241.6189912,28.19274474,28.19274474
-98.3987083,-242.3640845,28.0980264,28.0980264
-103.6448967,-243.0529098,27.98605373,27.98605373
-108.8995849,-243.6581199,27.85566896,27.85566896
-114.1571041,-244.1569143,27.70239281,27.70239281
-119.411094,-244.5270031,27.52213585,27.52213585
-124.655194,-244.7460962,27.31169156,27.31169156
-129.883785,-244.7926533,27.06968652,27.06968652
-135.0974527,-244.6514092,26.80308783,26.80308783
-140.2998758,-244.3102271,26.52287166,26.52287166
-145.4922971,-243.7552521,26.23727993,26.23727993
-150.6395547,-242.9468314,25.9158528,25.9158528
-155.6747685,-241.8220672,25.50726698,25.50726698
-160.5252874,-240.3129848,24.97304643,24.97304643
-165.128553,-238.3650832,24.29660229,24.29660229
-169.4894223,-236.0184593,23.52716415,23.52716415
-173.6427883,-233.3638834,22.72358071,22.72358071
-177.6235144,-230.4892986,21.93035054,21.93035054
-181.4444613,-227.4009712,21.2008117,21.2008117
-185.0938762,-224.0350351,20.57595552,20.57595552
-188.5712091,-220.3523991,20.05658502,20.05658502
-191.9180186,-216.4209393,19.6322991,19.6322991
-195.1520259,-212.3208318,19.29023353,19.29023353
-198.2741667,-208.1034931,19.02264016,19.02264016
-201.2742784,-203.7792337,18.81697286,18.81697286
-204.1412631,-199.3544699,18.66488847,18.66488847
-206.8751849,-194.8389897,18.55715785,18.55715785
-209.4996713,-190.2505127,18.48018414,18.48018414
-212.0457997,-185.6101526,18.42471899,18.42471899
-214.5450343,-180.9392208,18.38316239,18.38316239
-217.0288392,-176.2590292,18.34823914,18.34823914
-219.5286786,-171.5908892,18.31230427,18.31230427
-222.0699595,-166.952015,18.26903694,18.26903694
-224.6503213,-162.3403793,18.21970173,18.21970173
-227.2580792,-157.7470682,18.16747844,18.16747844
-229.8814158,-153.1630463,18.11563211,18.11563211
-232.5085138,-148.5792782,18.06749336,18.06749336
-235.1275558,-143.9867287,18.0264522,18.0264522
-237.7280063,-139.3772032,17.99554026,17.99554026
-240.3095986,-134.749243,17.97428728,17.97428728
-242.876283,-130.104471,17.95994992,17.95994992
-245.4119616,-125.4402007,17.93677267,17.93677267
-247.8782226,-120.7489342,17.87459484,17.87459484
-250.2354897,-116.0229224,17.74347186,17.74347186
-252.4441884,-111.2544167,17.51702136,17.51702136
-254.4882788,-106.4400869,17.19154453,17.19154453
-256.4180024,-101.5804804,16.82699964,16.82699964
-258.2831707,-96.66657655,16.49172855,16.49172855
-260.1125626,-91.68809268,16.22499629,16.22499629
-261.8246825,-86.64069429,16.00210756,16.00210756
-263.2941861,-81.53505051,15.79761349,15.79761349
-264.394832,-76.38327096,15.59017971,15.59017971
-265.0318382,-71.19839858,15.34369857,15.34369857
-265.1945729,-65.9959728,14.98305393,14.98305393
-264.8946796,-60.79836823,14.44072617,14.44072617
-264.1949928,-55.66730977,13.66840716,13.66840716
-263.1749896,-50.69190705,12.64231872,12.64231872
-261.7920375,-46.04195391,11.37212069,11.37212069
-259.4471598,-41.91456178,10.01395527,10.01395527
-255.7462406,-38.48174501,8.764156823,8.764156823
-251.0857095,-36.06059569,7.947414442,7.947414442
-246.0518232,-34.44899624,7.504855252,7.504855252
-240.8271466,-33.62029268,7.521987936,7.521987936
-235.5226428,-33.16944325,7.71063988,7.71063988
-230.2314503,-32.72427944,7.812093547,7.812093547
-224.9662608,-32.19239422,7.825406351,7.825406351
-219.7214306,-31.55802838,7.798860255,7.798860255
-214.4917827,-30.83898642,7.748149705,7.748149705
-209.2722187,-30.0587472,7.683679048,7.683679048
-204.0576403,-29.24078958,7.616046187,7.616046187
-198.8429492,-28.4085924,7.555963134,7.555963134
-193.6232038,-27.58510911,7.5137259,7.5137259
-188.3965576,-26.78291889,7.48973297,7.48973297
-183.1639996,-26.00508886,7.475259004,7.475259004
-177.9266401,-25.25218913,7.463347588,7.463347588
-172.685629,-24.51971637,7.452060708,7.452060708
-167.4421215,-23.80243421,7.440163355,7.440163355
-162.1972731,-23.09510631,7.426391342,7.426391342
-156.9522393,-22.39249631,7.409449512,7.409449512
-151.7081693,-21.68938649,7.388029773,7.388029773
-146.4657842,-20.98189783,7.362113174,7.362113174
-141.2250965,-20.26836302,7.333852169,7.333852169
-135.9860526,-19.54732193,7.305613607,7.305613607
-130.7485789,-18.81765663,7.279432435,7.279432435
-125.5125078,-18.07983472,7.255766991,7.255766991
-120.277645,-17.33478279,7.234620097,7.234620097
-115.0437961,-16.58342746,7.215996744,7.215996744
-109.8107667,-15.82669538,7.199904141,7.199904141
-104.5783624,-15.06551315,7.186351713,7.186351713
-99.34638868,-14.30080743,7.17535111,7.17535111
-94.11465125,-13.53350483,7.166916209,7.166916209
-88.88295564,-12.76453199,7.161063127,7.161063127
-83.65110746,-11.99481553,7.157810232,7.157810232
-78.41893394,-11.22523979,7.15713475,7.15713475
-73.18636237,-10.45649352,7.158814236,7.158814236
-67.95334895,-9.68920899,7.16256693,7.16256693
-62.7198499,-8.924018457,7.168109456,7.168109456
-57.48582141,-8.161554183,7.175156973,7.175156973
-52.2512197,-7.402448431,7.183423333,7.183423333
-47.01600095,-6.647333462,7.192621251,7.192621251
-41.78012138,-5.896841536,7.202462469,7.202462469
-36.54353719,-5.151604916,7.212657935,7.212657935
-31.30620459,-4.412255862,7.222917971,7.222917971
-26.06807978,-3.679426635,7.232952453,7.232952453
-20.82911896,-2.953749498,7.24247098,7.24247098
-15.58927834,-2.235856712,7.251183044,7.251183044
-10.34851412,-1.526380537,7.258798203,7.258798203
-5.1067825,-0.825953236,7.265026246,7.265026246
0.135960306,-0.135207068,7.269577362,7.269577362
